Monetary policy stance,Sentence,Central bank,Country
dovish,"Particular attention was paid to strong economic slowdown, deteriorating economic conditions indicators and further worsening of consumer sentiment in economies which constitute the main markets for Polish exports ? Germany, France, Italy and Great Britain.",National Bank of Poland,Poland
dovish,Some members of the Council pointed out that the crisis in the housing market and financial markets would contribute to a significant drop in consumer demand in the US economy.,National Bank of Poland,Poland
dovish,"With respect to the situation in the labour market in Poland, attention was drawn to the continuous decline in employment growth since the beginning of the year and the decline in wage growth in the corporate sector in August 2008.",National Bank of Poland,Poland
dovish,"It was pointed out that the slowdown in global economic activity curbed inflationary pressure, prompting central banks of many countries to ease their monetary policy. ",National Bank of Poland,Poland
dovish,"It was pointed out that the recession in the euro area, which is Poland?s main trading partner, would lead to the lowering of demand for Polish exports.",National Bank of Poland,Poland
dovish,It was also argued that the drop in the value of households? assets being the result of the downturn in the financial markets might additionally dampen the consumption growth.,National Bank of Poland,Poland
dovish,"It was also argued that due to the economic slowdown in Western Europe, one could expect increased returns of Poles from economic migration and, consequently, a rise in the number of the economically active persons, which would contribute to further easing of the wage pressure. ",National Bank of Poland,Poland
dovish,They also stressed that GDP growth falling below the growth of potential output in the coming quarters would contribute to curbing the inflationary pressure.,National Bank of Poland,Poland
dovish,"Moreover, those members assessed that due to the possible considerable weakening of economic activity in Poland, inflation in the coming quarters might be significantly lower than assumed in the October inflation projection based on the NECMOD model.",National Bank of Poland,Poland
dovish,"Other members argued that the decline of GDP growth in the coming quarters below the potential output growth would bring inflation down to the target in the medium term, while pointing out that the weakening of the economic activity in Poland might prove stronger than currently assessed which, coupled with the limited credit availability and market interest rates remaining at an increased level due to the turmoil in the international financial markets, might contribute to bringing down inflation below the target.",National Bank of Poland,Poland
